Rank,Handle,Codeforces_Handle,Codeforces_Rating,GFG_Handle,GFG_Contest_Score,GFG_Practice_Score,Leetcode_Handle,Leetcode_Rating,Codechef_Handle,Codechef_Rating,HackerRank_Handle,HackerRank_Practice_Score,Percentile
914,21r01a05l8,,0,eeshapingili,0,0,21r01a05l8,0,eeshapingili,0,pingilieesha,0,0%
915,22r05a0506,,0,,0,0,,0,,0,siddu,0,0%
916,22r05a0511,22r05a0511p,0,22r05a0511,0,0,,0,22r05a0511,0,ganapathisandeep22r05a0511,0,0%
917,21r01a6660,,0,,0,0,,0,,0,,0,0%
918,21r01a6671,,0,,0,0,,0,,0,,0,0%
919,21r01a66e8,,0,,0,0,,0,,0,,0,0%
920,21r01a66k2,,0,,0,0,,0,,0,,0,0%
921,22r05a6602,,0,bhukya_sumam,0,0,suman@123,0,,0,suman,0,0%
922,21r01a7337,,0,,0,0,,0,,0,,0,0%
923,21r01a7349,,0,,0,0,,0,harshitha_75,0,,0,0%
924,21r01a6709,,0,,0,0,,0,,0,,0,0%
925,21r01a6736,,0,,0,0,,0,,0,,0,0%
926,21r01a67k2,,0,,0,0,,0,,0,,0,0%
927,21r01a0415,,0,g.shivasai,0,0,g.shivasai,0,shivasai,0,g.shivasai,0,0%
928,21r01a0451,,0,,0,0,,0,,0,,0,0%
929,21r01a0472,,0,,0,0,,0,,0,,0,0%
930,21r01a0499,,0,,0,0,,0,,0,,0,0%
931,22r05a0417,,0,,0,0,,0,,0,,0,0%
932,21r01a7204,,0,,0,0,,0,,0,,0,0%
933,22r05a7201,,0,,0,0,,0,,0,,0,0%
934,21r01a05a7,,0,,0,0,,0,,0,,0,0%
935,21r01a05a9,,0,,0,0,21r01a05a9,0,varshith,0,varshithpandre16,0,0%
936,21r01a05e8,,0,,0,0,,0,,0,ashwitha_59,0,0%
937,21r01a6662,,0,,0,0,,0,,0,,0,0%
938,21r01a6694,,0,,0,0,,0,,0,,0,0%
939,21r01a66b7,,0,,0,0,,0,,0,,0,0%
940,21r01a66c0,,0,sushmitharekha,0,0,rekhasushmitha,0,sushmitharekha,0,sushmitharekha,0,0%
941,21r01a66d8,,0,,0,0,,0,,0,,0,0%
942,21r01a66e1,,0,,0,0,21r01a66e1,0,vardhan_29,0,vardhan_29,0,0%
943,21r01a66e7,,0,,0,0,,0,,0,,0,0%
944,21r01a66f3,,0,,0,0,,0,,0,,0,0%
945,21r01a66f7,,0,,0,0,,0,,0,,0,0%
946,22r05a6616,,0,,0,0,,0,,0,,0,0%
947,21r01a7303,21r01a7303,0,,0,0,aletiruchitha,0,,0,,0,0%
948,21r01a7338,,0,,0,0,,0,,0,,0,0%
949,21r01a6753,,0,,0,0,,0,,0,,0,0%
950,21r01a6792,,0,,0,0,,0,,0,,0,0%
951,21r01a67j9,,0,,0,0,,0,,0,,0,0%
952,22r05a6709,,0,,0,0,,0,,0,,0,0%
953,22r05a6712,,0,,0,0,sukumar7796,0,,0,,0,0%
954,21r01a0427,,0,21r01azy8a,0,0,kpoojitha,0,r01a0427,0,,0,0%
955,21r01a04e4,,0,,0,0,,0,,0,,0,0%
956,21r01a04j4,,0,,0,0,,0,,0,,0,0%
957,21r01a04j9,,0,,0,0,,0,,0,,0,0%
958,21r01a04k2,,0,,0,0,,0,,0,,0,0%
959,21r01a04k6,,0,,0,0,,0,,0,,0,0%
960,21r01a04p4,shivacharan27,0,21r01a04p4,0,0,,0,cmr_21r01a04p4,0,21r01a04p4,0,0%
961,21r01a7221,,0,,0,0,,0,,0,,0,0%
962,21r01a7230,,0,,0,0,,0,,0,,0,0%
963,21r01a7234,,0,,0,0,,0,,0,,0,0%
964,21r01a0576,,0,,0,0,,0,,0,,0,0%
965,21r01a05h5,,0,,0,0,,0,,0,,0,0%
966,21r01a05r2,,0,,0,0,,0,,0,,0,0%
967,21r01a6643,,0,,0,0,,0,,0,,0,0%
968,21r01a66b9,,0,,0,0,,0,,0,,0,0%
969,21r01a66g8,,0,,0,0,,0,,0,,0,0%
970,21r01a7323,,0,,0,0,,0,,0,,0,0%
971,21r01a7346,kittu7346,0,kittu7346,0,0,,0,kittu7346,0,kittu7346,0,0%
972,21r01a7359,,0,,0,0,,0,,0,,0,0%
973,21r01a6723,,0,,0,0,,0,,0,,0,0%
974,21r01a6748,,0,,0,0,,0,,0,,0,0%
975,21r01a6779,,0,,0,0,,0,,0,,0,0%
976,21r01a67j6,,0,,0,0,,0,,0,,0,0%
977,22r05a6707,,0,,0,0,,0,,0,kumaraswamy,0,0%
978,22r05a6708,,0,,0,0,,0,,0,,0,0%
979,21r01a0462,,0,,0,0,,0,,0,,0,0%
980,21r01a04e8,,0,,0,0,,0,,0,,0,0%
981,21r01a04h0,,0,,0,0,,0,,0,,0,0%
982,21r01a04h6,,0,,0,0,,0,,0,,0,0%
983,21r01a04j3,,0,,0,0,,0,,0,,0,0%
984,21r01a04j7,,0,,0,0,,0,,0,,0,0%
985,21r01a04n5,,0,,0,0,,0,,0,,0,0%
986,21r01a7211,cmrit25_21r01a7211,0,,0,0,21r01a7211,0,21r01a7211deepak,0,,0,0%
987,21r01a7216,,0,,0,0,,0,,0,,0,0%
988,22r05a7205,cmrit25_22r05a7205,0,,0,0,,0,,0,,0,0%
989,21r01a0542,,0,,0,0,,0,dharmesh14,0,dharmesh14,0,0%
990,21r01a05b1,,0,,0,0,,0,,0,,0,0%
991,21r01a05b5,,0,,0,0,,0,,0,,0,0%
992,21r01a05e9,,0,,0,0,,0,,0,,0,0%
993,21r01a05k4,,0,,0,0,,0,,0,,0,0%
994,21r01a05p7,,0,,0,0,,0,,0,,0,0%
995,21r01a6656,,0,,0,0,,0,,0,,0,0%
996,21r01a6659,,0,,0,0,,0,,0,,0,0%
997,21r01a6667,,0,,0,0,,0,,0,,0,0%
998,21r01a66g6,,0,,0,0,,0,,0,,0,0%
999,22r05a6606,,0,,0,0,,0,,0,,0,0%
1000,21r01a6729,,0,jellasherry,0,0,jellasherry,0,,0,jellasherry,0,0%
1001,21r01a6747,,0,,0,0,,0,,0,,0,0%
1002,21r01a67b0,,0,,0,0,,0,,0,,0,0%
1003,21r01a0412,,0,,0,0,21r01a0412,0,prashanth412,0,21r01a0412,0,0%
1004,21r01a04c1,,0,,0,0,,0,,0,,0,0%
1005,21r01a04m4,,0,kavyanjali,0,0,,0,,0,,0,0%
1006,21r01a04m8,,0,,0,0,,0,,0,,0,0%
1007,21r01a04q0,,0,,0,0,,0,,0,,0,0%
1008,21r01a7226,,0,,0,0,,0,,0,,0,0%
1009,21r01a0505,,0,,0,0,,0,,0,,0,0%
1010,21r01a05e7,,0,,0,0,,0,dev21r01a05e7,0,devimrinal21r01a05e7,0,0%
1011,21r01a05l7,,0,,0,0,,0,,0,,0,0%
1012,21r01a05q6,cmrit25_21r01a05q6,0,,0,0,,0,,0,,0,0%
1013,22r05a0523,,0,,0,0,,0,,0,,0,0%
1014,21r01a6684,,0,,0,0,,0,,0,,0,0%
1015,21r01a66j6,,0,21r01a66j6,0,0,,0,rohan_setti,0,21r01a66j6,0,0%
1016,21r01a7305,,0,,0,0,,0,,0,,0,0%
1017,21r01a7331,,0,,0,0,,0,,0,,0,0%
1018,21r01a7339,,0,,0,0,,0,,0,,0,0%
1019,21r01a6754,,0,,0,0,,0,,0,,0,0%
1020,21r01a67c3,,0,,0,0,,0,,0,,0,0%
1021,21r01a67c4,,0,,0,0,,0,,0,21r01a67c4,0,0%
1022,21r01a67c9,,0,,0,0,,0,,0,,0,0%
1023,21r01a67g7,,0,,0,0,,0,,0,,0,0%
1024,22r05a6710,,0,,0,0,,0,,0,,0,0%
1025,21r01a04b6,,0,,0,0,,0,,0,,0,0%
1026,21r01a04b9,21r01a04b9_dilipkumar,0,21r01a04b9,0,0,21r01a04b9,0,dilipkumar_4b9,0,seggamdilipkumar_21r01a04b9,0,0%
1027,21r01a04e5,,0,,0,0,,0,,0,,0,0%
1028,21r01a04f9,cmrit25_21r01aa04f9,0,,0,0,21r01a04f9,0,r01a04f9,0,21r01a04f9,0,0%
1029,21r01a04j1,shadabshaik,0,,0,0,,0,,0,,0,0%
1030,22r05a0424,,0,,0,0,,0,,0,,0,0%
1031,21r01a0526,,0,,0,0,,0,,0,,0,0%
1032,21r01a05h1,,0,,0,0,,0,,0,,0,0%
1033,21r01a05p2,,0,,0,0,,0,,0,,0,0%
1034,21r01a6628,,0,,0,0,,0,,0,,0,0%
1035,21r01a66h9,,0,dinesh_4675,0,0,,0,dinesh_4675,0,dinesh_4675,0,0%
1036,22r05a6605,,0,nandini,0,0,,0,,0,nandini,0,0%
1037,21r01a7314,,0,,0,0,,0,,0,,0,0%
1038,21r01a6735,,0,,0,0,,0,,0,,0,0%
1039,21r01a6749,,0,,0,0,,0,,0,,0,0%
1040,21r01a0459,,0,,0,0,,0,,0,21r01a0459,0,0%
1041,21r01a04c5,,0,,0,0,,0,,0,,0,0%
1042,21r01a04d4,,0,,0,0,,0,,0,,0,0%
1043,21r01a04e2,,0,,0,0,,0,,0,,0,0%
1044,21r01a04f5,,0,,0,0,,0,,0,,0,0%
1045,21r01a04g8,,0,,0,0,,0,,0,,0,0%
1046,21r01a04n0,,0,,0,0,,0,,0,,0,0%
1047,21r01a04n7,,0,,0,0,,0,nareshkn971,0,,0,0%
1048,21r01a7212,,0,b.anil,0,0,b.anil,0,b.anil,0,,0,0%
1049,21r01a7217,,0,,0,0,,0,,0,,0,0%
1050,21r01a6651,,0,,0,0,,0,,0,,0,0%
1051,21r01a6695,,0,,0,0,,0,,0,,0,0%
1052,21r01a66g7,,0,,0,0,,0,,0,,0,0%
1053,21r01a6771,cmrit25_21r01a6771,0,21r01a6771,0,0,21r01a6771p,0,r01a6771,0,21r01a6771,0,0%
1054,21r01a04f2,,0,,0,0,,0,,0,,0,0%
1055,21r01a04j2,,0,,0,0,,0,,0,,0,0%
1056,21r01a04k3,,0,,0,0,,0,,0,,0,0%
1057,21r01a05d0,,0,akarthikreddy,0,0,alampallykarthikreddy,0,alampallykarthikreddy,0,karthik5d0,0,0%
1058,21r01a05k9,,0,,0,0,,0,,0,,0,0%
1059,21r01a66f6,,0,,0,0,,0,,0,,0,0%
1060,21r01a7335,,0,,0,0,,0,,0,,0,0%
1061,21r01a6726,,0,,0,0,,0,,0,,0,0%
1062,21r01a6741,,0,,0,0,,0,,0,,0,0%
1063,22r05a6718,,0,,0,0,,0,,0,,0,0%
1064,21r01a0407,,0,,0,0,,0,,0,,0,0%
1065,21r01a04g3,,0,,0,0,,0,,0,,0,0%
1066,21r01a04h3,,0,,0,0,,0,,0,,0,0%
1067,21r01a04j6,,0,,0,0,,0,,0,,0,0%
1068,21r01a04k5,,0,,0,0,,0,,0,,0,0%
1069,21r01a04l6,,0,,0,0,,0,,0,,0,0%
1070,21r01a04n8,udayyyyyy,0,,0,0,,0,,0,,0,0%
1071,21r01a04p3,,0,,0,0,,0,,0,,0,0%
1072,21r01a0537,,0,,0,0,,0,,0,,0,0%
1073,21r01a6646,,0,,0,0,,0,,0,,0,0%
1074,21r01a66d7,,0,,0,0,,0,,0,,0,0%
1075,21r01a7304,,0,,0,0,,0,,0,,0,0%
1076,21r01a7324,,0,,0,0,,0,,0,,0,0%
1077,21r01a6740,,0,,0,0,,0,,0,,0,0%
1078,21r01a6744,,0,,0,0,,0,,0,,0,0%
1079,21r01a67g5,,0,,0,0,,0,,0,,0,0%
1080,21r01a0476,,0,,0,0,,0,,0,,0,0%
1081,21r01a04b4,,0,,0,0,,0,,0,,0,0%
1082,21r01a7243,,0,,0,0,,0,,0,,0,0%
1083,21r01a7254,,0,,0,0,,0,,0,,0,0%
1084,21r01a0512,,0,,0,0,21r01a0512,0,vijaykumar512,0,vijaykumar,0,0%
1085,21r01a0519,,0,,0,0,,0,abhiram24,0,,0,0%
1086,21r01a05g7,,0,,0,0,,0,,0,,0,0%
1087,21r01a6681,,0,,0,0,,0,,0,,0,0%
1088,21r01a6717,sandeep,0,,0,0,,0,sandeep,0,sandeep,0,0%
1089,21r01a67e0,,0,,0,0,,0,,0,,0,0%
1090,21r01a0403,,0,,0,0,,0,,0,,0,0%
1091,21r01a0414,,0,,0,0,,0,,0,,0,0%
1092,21r01a0480,,0,,0,0,,0,,0,,0,0%
1093,21r01a04b2,,0,,0,0,,0,,0,,0,0%
1094,21r01a04q1,,0,,0,0,,0,,0,,0,0%
1095,21r01a0569,,0,,0,0,,0,,0,,0,0%
1096,21r01a05l5,,0,,0,0,,0,,0,,0,0%
1097,21r01a05l9,,0,,0,0,,0,,0,,0,0%
1098,21r01a05n0,,0,,0,0,,0,,0,,0,0%
1099,21r01a7312,,0,,0,0,,0,,0,,0,0%
1100,21r01a7333,,0,,0,0,,0,,0,,0,0%
1101,21r01a67c7,,0,,0,0,,0,,0,21r01a67c7,0,0%
1102,21r01a67d7,,0,,0,0,,0,,0,,0,0%
1103,21r01a0436,,0,,0,0,,0,,0,,0,0%
1104,21r01a0497,,0,,0,0,,0,,0,,0,0%
1105,21r01a04g6,,0,,0,0,,0,,0,,0,0%
1106,21r01a04h7,,0,,0,0,,0,,0,,0,0%
1107,21r01a04k7,,0,21r01a04k7,0,0,a21r01a04k7,0,a21r01a04k7,0,21ro1a04k7,0,0%
1108,21r01a05e3,,0,,0,0,,0,,0,,0,0%
1109,21r01a05n3,,0,,0,0,,0,,0,,0,0%
1110,21r01a05p3,,0,,0,0,,0,,0,,0,0%
1111,21r01a0495,,0,,0,0,,0,,0,,0,0%
1112,21r01a04d5,,0,,0,0,,0,,0,,0,0%
1113,21r01a04h5,,0,,0,0,,0,,0,,0,0%
1114,21r01a6617,,0,,0,0,,0,,0,,0,0%
1115,21r01a7358,,0,,0,0,,0,,0,,0,0%
1116,21r01a0422,,0,,0,0,,0,,0,,0,0%
1117,21r01a0471,,0,,0,0,,0,,0,,0,0%
1118,21r01a0473,,0,,0,0,,0,,0,,0,0%
1119,21r01a04g7,,0,,0,0,,0,,0,,0,0%
1120,21r01a05q3,,0,,0,0,,0,,0,,0,0%
1121,21r01a05r1,,0,,0,0,,0,,0,,0,0%
1122,21r01a67g6,,0,,0,0,,0,,0,,0,0%
1123,21r01a0469,,0,,0,0,,0,,0,,0,0%
1124,21r01a7341,,0,,0,0,,0,,0,,0,0%
1125,21r01a6759,,0,,0,0,,0,,0,,0,0%
1126,21r01a6767,,0,,0,0,,0,,0,,0,0%
1127,21r01a0411,,0,,0,0,,0,,0,,0,0%
1128,21r01a04h1,,0,,0,0,,0,,0,,0,0%
1129,21r01a7310,,0,,0,0,,0,,0,,0,0%
1130,21r01a67j0,,0,,0,0,,0,,0,,0,0%
1131,21r01a6720,,0,,0,0,,0,,0,,0,0%
1132,21r01a7330,,0,,0,0,,0,,0,,0,0%
